frame,speed,date,time,marker,Interpolated Time
46,207,18/10/2023,16:00:18,020+261,16:00:17.287
47,208,18/10/2023,16:00:18,020+266,16:00:17.347
48,208,18/10/2023,16:00:18,020+266,16:00:17.408
49,208,18/10/2023,16:00:18,020+271,16:00:17.468
50,208,18/10/2023,16:00:18,020+276,16:00:17.528
51,208,18/10/2023,16:00:18,020+276,16:00:17.589
52,208,18/10/2023,16:00:18,020+281,16:00:17.649
53,208,18/10/2023,16:00:18,020+286,16:00:17.710
54,208,18/10/2023,16:00:18,020+286,16:00:17.770
55,208,18/10/2023,16:00:18,020+291,16:00:17.830
56,208,18/10/2023,16:00:19,020+296,16:00:17.891
57,208,18/10/2023,16:00:19,020+296,16:00:17.951
58,208,18/10/2023,16:00:19,020+301,16:00:18.011
59,208,18/10/2023,16:00:19,020+306,16:00:18.072
60,208,18/10/2023,16:00:19,020+306,16:00:18.132
61,208,18/10/2023,16:00:19,020+311,16:00:18.193
62,208,18/10/2023,16:00:19,020+316,16:00:18.253
63,208,18/10/2023,16:00:19,020+316,16:00:18.313
64,208,18/10/2023,16:00:19,020+321,16:00:18.374
65,208,18/10/2023,16:00:19,020+326,16:00:18.434
66,208,18/10/2023,16:00:19,020+326,16:00:18.494
67,209,18/10/2023,16:00:19,020+331,16:00:18.555
68,209,18/10/2023,16:00:19,020+336,16:00:18.615
69,209,18/10/2023,16:00:19,020+336,16:00:18.676
70,209,18/10/2023,16:00:19,020+341,16:00:18.736
71,209,18/10/2023,16:00:19,020+346,16:00:18.796
72,209,18/10/2023,16:00:19,020+351,16:00:18.857
73,209,18/10/2023,16:00:19,020+351,16:00:18.917
74,209,18/10/2023,16:00:20,020+356,16:00:18.977
75,209,18/10/2023,16:00:20,020+361,16:00:19.038
76,209,18/10/2023,16:00:20,020+361,16:00:19.098
77,209,18/10/2023,16:00:20,020+366,16:00:19.159
78,209,18/10/2023,16:00:20,020+371,16:00:19.219
79,209,18/10/2023,16:00:20,020+371,16:00:19.279
80,209,18/10/2023,16:00:20,020+376,16:00:19.340
81,209,18/10/2023,16:00:20,020+381,16:00:19.400
82,209,18/10/2023,16:00:20,020+381,16:00:19.461
83,209,18/10/2023,16:00:20,020+386,16:00:19.521
84,209,18/10/2023,16:00:20,020+391,16:00:19.581
85,209,18/10/2023,16:00:20,020+391,16:00:19.642
86,209,18/10/2023,16:00:20,020+396,16:00:19.702
87,209,18/10/2023,16:00:20,020+401,16:00:19.762
88,209,18/10/2023,16:00:20,020+401,16:00:19.823
89,209,18/10/2023,16:00:20,020+406,16:00:19.883
90,209,18/10/2023,16:00:20,020+411,16:00:19.944
91,209,18/10/2023,16:00:20,020+411,16:00:20.004
92,210,18/10/2023,16:00:21,020+416,16:00:20.064
93,210,18/10/2023,16:00:21,020+421,16:00:20.125
94,210,18/10/2023,16:00:21,020+421,16:00:20.185
95,210,18/10/2023,16:00:21,020+426,16:00:20.245
96,210,18/10/2023,16:00:21,020+431,16:00:20.306
97,210,18/10/2023,16:00:21,020+431,16:00:20.366
98,210,18/10/2023,16:00:21,020+436,16:00:20.427
99,210,18/10/2023,16:00:21,020+441,16:00:20.487
100,210,18/10/2023,16:00:21,020+441,16:00:20.547
101,210,18/10/2023,16:00:21,020+446,16:00:20.608
102,210,18/10/2023,16:00:21,020+451,16:00:20.668
103,210,18/10/2023,16:00:21,020+451,16:00:20.728
104,210,18/10/2023,16:00:21,020+456,16:00:20.789
105,210,18/10/2023,16:00:21,020+461,16:00:20.849
106,210,18/10/2023,16:00:21,020+461,16:00:20.910
107,210,18/10/2023,16:00:21,020+466,16:00:20.970
108,210,18/10/2023,16:00:22,020+471,16:00:21.030
109,210,18/10/2023,16:00:22,020+476,16:00:21.091
110,210,18/10/2023,16:00:22,020+476,16:00:21.151
111,210,18/10/2023,16:00:22,020+481,16:00:21.211
112,210,18/10/2023,16:00:22,020+486,16:00:21.272
113,210,18/10/2023,16:00:22,020+486,16:00:21.332
114,210,18/10/2023,16:00:22,020+491,16:00:21.393
115,210,18/10/2023,16:00:22,020+496,16:00:21.453
116,210,18/10/2023,16:00:22,020+496,16:00:21.513
117,210,18/10/2023,16:00:22,020+501,16:00:21.574
118,210,18/10/2023,16:00:22,020+506,16:00:21.634
119,210,18/10/2023,16:00:22,020+506,16:00:21.694
120,210,18/10/2023,16:00:22,020+511,16:00:21.755
121,211,18/10/2023,16:00:22,020+516,16:00:21.815
122,211,18/10/2023,16:00:22,020+516,16:00:21.876
123,211,18/10/2023,16:00:22,020+521,16:00:21.936
124,211,18/10/2023,16:00:22,020+526,16:00:21.996
125,211,18/10/2023,16:00:22,020+526,16:00:22.057
126,211,18/10/2023,16:00:23,020+531,16:00:22.117
127,211,18/10/2023,16:00:23,020+536,16:00:22.177
128,211,18/10/2023,16:00:23,020+536,16:00:22.238
129,211,18/10/2023,16:00:23,020+541,16:00:22.298
130,211,18/10/2023,16:00:23,020+546,16:00:22.359
131,211,18/10/2023,16:00:23,020+546,16:00:22.419
132,211,18/10/2023,16:00:23,020+551,16:00:22.479
133,211,18/10/2023,16:00:23,020+556,16:00:22.540
134,211,18/10/2023,16:00:23,020+556,16:00:22.600
135,211,18/10/2023,16:00:23,020+561,16:00:22.660
136,211,18/10/2023,16:00:23,020+566,16:00:22.721
137,211,18/10/2023,16:00:23,020+566,16:00:22.781
138,211,18/10/2023,16:00:23,020+571,16:00:22.842
139,211,18/10/2023,16:00:23,020+576,16:00:22.902
140,211,18/10/2023,16:00:23,020+581,16:00:22.962
141,211,18/10/2023,16:00:23,020+581,16:00:23.023
142,211,18/10/2023,16:00:23,020+586,16:00:23.083
143,211,18/10/2023,16:00:24,020+591,16:00:23.143
144,211,18/10/2023,16:00:24,020+591,16:00:23.204
145,211,18/10/2023,16:00:24,020+596,16:00:23.264
146,211,18/10/2023,16:00:24,020+601,16:00:23.325
147,211,18/10/2023,16:00:24,020+601,16:00:23.385
148,211,18/10/2023,16:00:24,020+606,16:00:23.445
149,211,18/10/2023,16:00:24,020+611,16:00:23.506
150,211,18/10/2023,16:00:24,020+611,16:00:23.566
151,211,18/10/2023,16:00:24,020+616,16:00:23.626
152,212,18/10/2023,16:00:24,020+621,16:00:23.687
153,212,18/10/2023,16:00:24,020+621,16:00:23.747
154,212,18/10/2023,16:00:24,020+626,16:00:23.808
155,212,18/10/2023,16:00:24,020+631,16:00:23.868
156,212,18/10/2023,16:00:24,020+631,16:00:23.928
157,212,18/10/2023,16:00:24,020+636,16:00:23.989
158,212,18/10/2023,16:00:24,020+641,16:00:24.049
159,212,18/10/2023,16:00:24,020+641,16:00:24.109
160,212,18/10/2023,16:00:24,020+646,16:00:24.170
161,212,18/10/2023,16:00:25,020+651,16:00:24.230
162,212,18/10/2023,16:00:25,020+656,16:00:24.291
163,212,18/10/2023,16:00:25,020+656,16:00:24.351
164,212,18/10/2023,16:00:25,020+661,16:00:24.411
165,212,18/10/2023,16:00:25,020+666,16:00:24.472
166,212,18/10/2023,16:00:25,020+666,16:00:24.532
167,212,18/10/2023,16:00:25,020+671,16:00:24.593
168,212,18/10/2023,16:00:25,020+676,16:00:24.653
169,212,18/10/2023,16:00:25,020+676,16:00:24.713
170,212,18/10/2023,16:00:25,020+681,16:00:24.774
171,212,18/10/2023,16:00:25,020+686,16:00:24.834
172,212,18/10/2023,16:00:25,020+686,16:00:24.894
173,212,18/10/2023,16:00:25,020+691,16:00:24.955
174,212,18/10/2023,16:00:25,020+696,16:00:25.015
175,212,18/10/2023,16:00:25,020+696,16:00:25.076
176,212,18/10/2023,16:00:25,020+701,16:00:25.136
177,212,18/10/2023,16:00:26,020+706,16:00:25.196
178,212,18/10/2023,16:00:26,020+706,16:00:25.257
179,212,18/10/2023,16:00:26,020+711,16:00:25.317
180,212,18/10/2023,16:00:26,020+716,16:00:25.377
181,212,18/10/2023,16:00:26,020+716,16:00:25.438
182,212,18/10/2023,16:00:26,020+721,16:00:25.498
183,213,18/10/2023,16:00:26,020+726,16:00:25.559
184,213,18/10/2023,16:00:26,020+731,16:00:25.619
185,213,18/10/2023,16:00:26,020+731,16:00:25.679
186,213,18/10/2023,16:00:26,020+736,16:00:25.740
187,213,18/10/2023,16:00:26,020+741,16:00:25.800
188,213,18/10/2023,16:00:26,020+741,16:00:25.860
189,213,18/10/2023,16:00:26,020+746,16:00:25.921
190,213,18/10/2023,16:00:26,020+751,16:00:25.981
191,213,18/10/2023,16:00:26,020+751,16:00:26.042
192,213,18/10/2023,16:00:26,020+756,16:00:26.102
193,213,18/10/2023,16:00:26,020+761,16:00:26.162
194,213,18/10/2023,16:00:26,020+761,16:00:26.223
195,213,18/10/2023,16:00:27,020+766,16:00:26.283
196,213,18/10/2023,16:00:27,020+771,16:00:26.343
197,213,18/10/2023,16:00:27,020+771,16:00:26.404
198,213,18/10/2023,16:00:27,020+776,16:00:26.464
199,213,18/10/2023,16:00:27,020+781,16:00:26.525
200,213,18/10/2023,16:00:27,020+786,16:00:26.585
201,213,18/10/2023,16:00:27,020+786,16:00:26.645
202,213,18/10/2023,16:00:27,020+791,16:00:26.706
203,213,18/10/2023,16:00:27,020+796,16:00:26.766
204,213,18/10/2023,16:00:27,020+796,16:00:26.826
205,213,18/10/2023,16:00:27,020+801,16:00:26.887
206,213,18/10/2023,16:00:27,020+806,16:00:26.947
207,213,18/10/2023,16:00:27,020+806,16:00:27.008
208,213,18/10/2023,16:00:27,020+811,16:00:27.068
209,213,18/10/2023,16:00:27,020+816,16:00:27.128
210,213,18/10/2023,16:00:27,020+816,16:00:27.189
211,213,18/10/2023,16:00:27,020+821,16:00:27.249
212,213,18/10/2023,16:00:28,020+826,16:00:27.309
213,213,18/10/2023,16:00:28,020+826,16:00:27.370
214,213,18/10/2023,16:00:28,020+831,16:00:27.430
215,213,18/10/2023,16:00:28,020+836,16:00:27.491
216,213,18/10/2023,16:00:28,020+836,16:00:27.551
217,214,18/10/2023,16:00:28,020+841,16:00:27.611
218,214,18/10/2023,16:00:28,020+846,16:00:27.672
219,214,18/10/2023,16:00:28,020+851,16:00:27.732
220,214,18/10/2023,16:00:28,020+851,16:00:27.792
221,214,18/10/2023,16:00:28,020+856,16:00:27.853
222,214,18/10/2023,16:00:28,020+861,16:00:27.913
223,214,18/10/2023,16:00:28,020+861,16:00:27.974
224,214,18/10/2023,16:00:28,020+866,16:00:28.034
225,214,18/10/2023,16:00:28,020+871,16:00:28.094
226,214,18/10/2023,16:00:28,020+871,16:00:28.155
227,214,18/10/2023,16:00:28,020+876,16:00:28.215
228,214,18/10/2023,16:00:28,020+881,16:00:28.275
229,214,18/10/2023,16:00:28,020+881,16:00:28.336
230,214,18/10/2023,16:00:29,020+886,16:00:28.396
231,214,18/10/2023,16:00:29,020+891,16:00:28.457
232,214,18/10/2023,16:00:29,020+896,16:00:28.517
233,214,18/10/2023,16:00:29,020+896,16:00:28.577
234,214,18/10/2023,16:00:29,020+901,16:00:28.638
235,214,18/10/2023,16:00:29,020+906,16:00:28.698
236,214,18/10/2023,16:00:29,020+906,16:00:28.758
237,214,18/10/2023,16:00:29,020+911,16:00:28.819
238,214,18/10/2023,16:00:29,020+916,16:00:28.879
239,214,18/10/2023,16:00:29,020+916,16:00:28.940
240,214,18/10/2023,16:00:29,020+921,16:00:29.000
241,214,18/10/2023,16:00:29,020+926,16:00:29.060
242,214,18/10/2023,16:00:29,020+926,16:00:29.121
243,214,18/10/2023,16:00:29,020+931,16:00:29.181
244,214,18/10/2023,16:00:29,020+936,16:00:29.241
245,215,18/10/2023,16:00:29,020+941,16:00:29.302
246,215,18/10/2023,16:00:29,020+941,16:00:29.362
247,215,18/10/2023,16:00:30,020+946,16:00:29.423
248,215,18/10/2023,16:00:30,020+951,16:00:29.483
249,215,18/10/2023,16:00:30,020+951,16:00:29.543
250,215,18/10/2023,16:00:30,020+956,16:00:29.604
251,215,18/10/2023,16:00:30,020+961,16:00:29.664
252,215,18/10/2023,16:00:30,020+961,16:00:29.724
253,215,18/10/2023,16:00:30,020+966,16:00:29.785
254,215,18/10/2023,16:00:30,020+971,16:00:29.845
255,215,18/10/2023,16:00:30,020+971,16:00:29.906
256,215,18/10/2023,16:00:30,020+976,16:00:29.966
257,215,18/10/2023,16:00:30,020+981,16:00:30.026
258,215,18/10/2023,16:00:30,020+981,16:00:30.087
259,215,18/10/2023,16:00:30,020+986,16:00:30.147
260,215,18/10/2023,16:00:30,020+991,16:00:30.208
261,215,18/10/2023,16:00:30,020+996,16:00:30.268
262,215,18/10/2023,16:00:30,020+996,16:00:30.328
263,215,18/10/2023,16:00:30,021+001,16:00:30.389
264,215,18/10/2023,16:00:31,021+006,16:00:30.449
265,215,18/10/2023,16:00:31,021+006,16:00:30.509
266,215,18/10/2023,16:00:31,021+011,16:00:30.570
267,215,18/10/2023,16:00:31,021+016,16:00:30.630
268,215,18/10/2023,16:00:31,021+016,16:00:30.691
269,215,18/10/2023,16:00:31,021+021,16:00:30.751
270,215,18/10/2023,16:00:31,021+026,16:00:30.811
271,215,18/10/2023,16:00:31,021+026,16:00:30.872
272,215,18/10/2023,16:00:31,021+031,16:00:30.932
273,215,18/10/2023,16:00:31,021+036,16:00:30.992
274,215,18/10/2023,16:00:31,021+041,16:00:31.053
275,215,18/10/2023,16:00:31,021+041,16:00:31.113
276,216,18/10/2023,16:00:31,021+046,16:00:31.174
277,216,18/10/2023,16:00:31,021+051,16:00:31.234
278,216,18/10/2023,16:00:31,021+051,16:00:31.294
279,216,18/10/2023,16:00:31,021+056,16:00:31.355
280,216,18/10/2023,16:00:31,021+061,16:00:31.415
281,216,18/10/2023,16:00:31,021+061,16:00:31.475
282,216,18/10/2023,16:00:32,021+066,16:00:31.536
283,216,18/10/2023,16:00:32,021+071,16:00:31.596
284,216,18/10/2023,16:00:32,021+071,16:00:31.657
285,216,18/10/2023,16:00:32,021+076,16:00:31.717
286,216,18/10/2023,16:00:32,021+081,16:00:31.777
287,216,18/10/2023,16:00:32,021+086,16:00:31.838
288,216,18/10/2023,16:00:32,021+086,16:00:31.898
289,216,18/10/2023,16:00:32,021+091,16:00:31.958
290,216,18/10/2023,16:00:32,021+096,16:00:32.019
291,216,18/10/2023,16:00:32,021+096,16:00:32.079
292,216,18/10/2023,16:00:32,021+101,16:00:32.140
293,216,18/10/2023,16:00:32,021+106,16:00:32.200
294,216,18/10/2023,16:00:32,021+106,16:00:32.260
295,216,18/10/2023,16:00:32,021+111,16:00:32.321
296,216,18/10/2023,16:00:32,021+116,16:00:32.381
297,216,18/10/2023,16:00:32,021+116,16:00:32.441
298,216,18/10/2023,16:00:32,021+121,16:00:32.502
299,216,18/10/2023,16:00:33,021+126,16:00:32.562
300,216,18/10/2023,16:00:33,021+131,16:00:32.623
301,216,18/10/2023,16:00:33,021+131,16:00:32.683
302,216,18/10/2023,16:00:33,021+136,16:00:32.743
303,216,18/10/2023,16:00:33,021+141,16:00:32.804
304,216,18/10/2023,16:00:33,021+141,16:00:32.864
305,217,18/10/2023,16:00:33,021+146,16:00:32.924
306,217,18/10/2023,16:00:33,021+151,16:00:32.985
307,217,18/10/2023,16:00:33,021+151,16:00:33.045
308,217,18/10/2023,16:00:33,021+156,16:00:33.106
309,217,18/10/2023,16:00:33,021+161,16:00:33.166
310,217,18/10/2023,16:00:33,021+166,16:00:33.226
311,217,18/10/2023,16:00:33,021+166,16:00:33.287
312,217,18/10/2023,16:00:33,021+171,16:00:33.347
313,217,18/10/2023,16:00:33,021+176,16:00:33.407
314,217,18/10/2023,16:00:33,021+176,16:00:33.468
315,217,18/10/2023,16:00:33,021+181,16:00:33.528
316,217,18/10/2023,16:00:34,021+186,16:00:33.589
317,217,18/10/2023,16:00:34,021+186,16:00:33.649
318,217,18/10/2023,16:00:34,021+191,16:00:33.709
319,217,18/10/2023,16:00:34,021+196,16:00:33.770
320,217,18/10/2023,16:00:34,021+201,16:00:33.830
321,217,18/10/2023,16:00:34,021+201,16:00:33.890
322,217,18/10/2023,16:00:34,021+206,16:00:33.951
323,217,18/10/2023,16:00:34,021+211,16:00:34.011
324,217,18/10/2023,16:00:34,021+211,16:00:34.072
325,217,18/10/2023,16:00:34,021+216,16:00:34.132
326,218,18/10/2023,16:00:34,021+221,16:00:34.192
327,218,18/10/2023,16:00:34,021+221,16:00:34.253
328,218,18/10/2023,16:00:34,021+226,16:00:34.313
329,218,18/10/2023,16:00:34,021+231,16:00:34.373
330,218,18/10/2023,16:00:34,021+236,16:00:34.434
331,218,18/10/2023,16:00:34,021+236,16:00:34.494
332,218,18/10/2023,16:00:34,021+241,16:00:34.555
333,218,18/10/2023,16:00:35,021+246,16:00:34.615
334,218,18/10/2023,16:00:35,021+246,16:00:34.675
335,218,18/10/2023,16:00:35,021+251,16:00:34.736
336,218,18/10/2023,16:00:35,021+256,16:00:34.796
337,218,18/10/2023,16:00:35,021+261,16:00:34.856
338,218,18/10/2023,16:00:35,021+261,16:00:34.917
339,218,18/10/2023,16:00:35,021+266,16:00:34.977
340,218,18/10/2023,16:00:35,021+271,16:00:35.038
341,218,18/10/2023,16:00:35,021+271,16:00:35.098
342,218,18/10/2023,16:00:35,021+276,16:00:35.158
343,218,18/10/2023,16:00:35,021+281,16:00:35.219
344,218,18/10/2023,16:00:35,021+281,16:00:35.279
345,218,18/10/2023,16:00:35,021+286,16:00:35.340
346,218,18/10/2023,16:00:35,021+291,16:00:35.400
347,219,18/10/2023,16:00:35,021+296,16:00:35.460
348,219,18/10/2023,16:00:35,021+296,16:00:35.521
349,219,18/10/2023,16:00:35,021+301,16:00:35.581
350,219,18/10/2023,16:00:36,021+306,16:00:35.641
351,219,18/10/2023,16:00:36,021+306,16:00:35.702
352,219,18/10/2023,16:00:36,021+311,16:00:35.762
353,219,18/10/2023,16:00:36,021+316,16:00:35.823
354,219,18/10/2023,16:00:36,021+316,16:00:35.883
355,219,18/10/2023,16:00:36,021+321,16:00:35.943
356,219,18/10/2023,16:00:36,021+326,16:00:36.004
357,219,18/10/2023,16:00:36,021+331,16:00:36.064
358,219,18/10/2023,16:00:36,021+331,16:00:36.124
359,219,18/10/2023,16:00:36,021+336,16:00:36.185
360,219,18/10/2023,16:00:36,021+341,16:00:36.245
361,219,18/10/2023,16:00:36,021+341,16:00:36.306
362,219,18/10/2023,16:00:36,021+346,16:00:36.366
363,219,18/10/2023,16:00:36,021+351,16:00:36.426
364,219,18/10/2023,16:00:36,021+356,16:00:36.487
365,219,18/10/2023,16:00:36,021+356,16:00:36.547
366,219,18/10/2023,16:00:36,021+361,16:00:36.607
367,220,18/10/2023,16:00:37,021+366,16:00:36.668
368,220,18/10/2023,16:00:37,021+366,16:00:36.728
369,220,18/10/2023,16:00:37,021+371,16:00:36.789
370,220,18/10/2023,16:00:37,021+376,16:00:36.849
371,220,18/10/2023,16:00:37,021+376,16:00:36.909
372,220,18/10/2023,16:00:37,021+381,16:00:36.970
373,220,18/10/2023,16:00:37,021+386,16:00:37.030
374,220,18/10/2023,16:00:37,021+391,16:00:37.090
375,220,18/10/2023,16:00:37,021+391,16:00:37.151
376,220,18/10/2023,16:00:37,021+396,16:00:37.211
377,220,18/10/2023,16:00:37,021+401,16:00:37.272
378,220,18/10/2023,16:00:37,021+401,16:00:37.332
379,220,18/10/2023,16:00:37,021+406,16:00:37.392
380,220,18/10/2023,16:00:37,021+411,16:00:37.453
381,220,18/10/2023,16:00:37,021+416,16:00:37.513
382,220,18/10/2023,16:00:37,021+416,16:00:37.573
383,220,18/10/2023,16:00:37,021+421,16:00:37.634
384,220,18/10/2023,16:00:37,021+426,16:00:37.694
385,220,18/10/2023,16:00:37,021+426,16:00:37.755
386,220,18/10/2023,16:00:38,021+431,16:00:37.815
387,220,18/10/2023,16:00:38,021+436,16:00:37.875
388,221,18/10/2023,16:00:38,021+441,16:00:37.936
389,221,18/10/2023,16:00:38,021+441,16:00:37.996
390,221,18/10/2023,16:00:38,021+446,16:00:38.056
391,221,18/10/2023,16:00:38,021+451,16:00:38.117
392,221,18/10/2023,16:00:38,021+451,16:00:38.177
393,221,18/10/2023,16:00:38,021+456,16:00:38.238
394,221,18/10/2023,16:00:38,021+461,16:00:38.298
395,221,18/10/2023,16:00:38,021+466,16:00:38.358
396,221,18/10/2023,16:00:38,021+466,16:00:38.419
397,221,18/10/2023,16:00:38,021+471,16:00:38.479
398,221,18/10/2023,16:00:38,021+476,16:00:38.539
399,221,18/10/2023,16:00:38,021+476,16:00:38.600
400,221,18/10/2023,16:00:38,021+481,16:00:38.660
401,221,18/10/2023,16:00:38,021+486,16:00:38.721
402,221,18/10/2023,16:00:39,021+491,16:00:38.781
403,221,18/10/2023,16:00:39,021+491,16:00:38.841
404,221,18/10/2023,16:00:39,021+496,16:00:38.902
405,221,18/10/2023,16:00:39,021+501,16:00:38.962
406,221,18/10/2023,16:00:39,021+501,16:00:39.022
407,221,18/10/2023,16:00:39,021+506,16:00:39.083
408,222,18/10/2023,16:00:39,021+511,16:00:39.143
409,222,18/10/2023,16:00:39,021+516,16:00:39.204
410,222,18/10/2023,16:00:39,021+516,16:00:39.264
411,222,18/10/2023,16:00:39,021+521,16:00:39.324
412,222,18/10/2023,16:00:39,021+526,16:00:39.385
413,222,18/10/2023,16:00:39,021+526,16:00:39.445
414,222,18/10/2023,16:00:39,021+531,16:00:39.505
415,222,18/10/2023,16:00:39,021+536,16:00:39.566
416,222,18/10/2023,16:00:39,021+541,16:00:39.626
417,222,18/10/2023,16:00:39,021+541,16:00:39.687
418,222,18/10/2023,16:00:39,021+546,16:00:39.747
419,222,18/10/2023,16:00:40,021+551,16:00:39.807
420,222,18/10/2023,16:00:40,021+551,16:00:39.868
421,222,18/10/2023,16:00:40,021+556,16:00:39.928
422,222,18/10/2023,16:00:40,021+561,16:00:39.988
423,222,18/10/2023,16:00:40,021+566,16:00:40.049
424,222,18/10/2023,16:00:40,021+566,16:00:40.109
425,222,18/10/2023,16:00:40,021+571,16:00:40.170
426,222,18/10/2023,16:00:40,021+576,16:00:40.230
427,222,18/10/2023,16:00:40,021+576,16:00:40.290
428,222,18/10/2023,16:00:40,021+581,16:00:40.351
429,223,18/10/2023,16:00:40,021+586,16:00:40.411
430,223,18/10/2023,16:00:40,021+591,16:00:40.471
431,223,18/10/2023,16:00:40,021+591,16:00:40.532
432,223,18/10/2023,16:00:40,021+596,16:00:40.592
433,223,18/10/2023,16:00:40,021+601,16:00:40.653
434,223,18/10/2023,16:00:40,021+601,16:00:40.713
435,223,18/10/2023,16:00:40,021+606,16:00:40.773
436,223,18/10/2023,16:00:40,021+611,16:00:40.834
437,223,18/10/2023,16:00:41,021+616,16:00:40.894
438,223,18/10/2023,16:00:41,021+616,16:00:40.955
439,223,18/10/2023,16:00:41,021+621,16:00:41.015
440,223,18/10/2023,16:00:41,021+626,16:00:41.075
441,223,18/10/2023,16:00:41,021+626,16:00:41.136
442,223,18/10/2023,16:00:41,021+631,16:00:41.196
443,223,18/10/2023,16:00:41,021+636,16:00:41.256
444,223,18/10/2023,16:00:41,021+641,16:00:41.317
445,223,18/10/2023,16:00:41,021+641,16:00:41.377
446,223,18/10/2023,16:00:41,021+646,16:00:41.438
447,223,18/10/2023,16:00:41,021+651,16:00:41.498
448,224,18/10/2023,16:00:41,021+656,16:00:41.558
449,224,18/10/2023,16:00:41,021+656,16:00:41.619
450,224,18/10/2023,16:00:41,021+661,16:00:41.679
451,224,18/10/2023,16:00:41,021+666,16:00:41.739
452,224,18/10/2023,16:00:41,021+666,16:00:41.800
453,224,18/10/2023,16:00:41,021+671,16:00:41.860
454,224,18/10/2023,16:00:42,021+676,16:00:41.921
455,224,18/10/2023,16:00:42,021+681,16:00:41.981
456,224,18/10/2023,16:00:42,021+681,16:00:42.041
457,224,18/10/2023,16:00:42,021+686,16:00:42.102
458,224,18/10/2023,16:00:42,021+691,16:00:42.162
459,224,18/10/2023,16:00:42,021+691,16:00:42.222
460,224,18/10/2023,16:00:42,021+696,16:00:42.283
461,224,18/10/2023,16:00:42,021+701,16:00:42.343
462,224,18/10/2023,16:00:42,021+706,16:00:42.404
463,224,18/10/2023,16:00:42,021+706,16:00:42.464
464,224,18/10/2023,16:00:42,021+711,16:00:42.524
465,224,18/10/2023,16:00:42,021+716,16:00:42.585
466,224,18/10/2023,16:00:42,021+721,16:00:42.645
467,224,18/10/2023,16:00:42,021+721,16:00:42.705
468,225,18/10/2023,16:00:42,021+726,16:00:42.766
469,225,18/10/2023,16:00:42,021+731,16:00:42.826
470,225,18/10/2023,16:00:42,021+731,16:00:42.887
471,225,18/10/2023,16:00:42,021+736,16:00:42.947
472,225,18/10/2023,16:00:43,021+741,16:00:43.007
473,225,18/10/2023,16:00:43,021+746,16:00:43.068
474,225,18/10/2023,16:00:43,021+746,16:00:43.128
475,225,18/10/2023,16:00:43,021+751,16:00:43.188
476,225,18/10/2023,16:00:43,021+756,16:00:43.249
477,225,18/10/2023,16:00:43,021+756,16:00:43.309
478,225,18/10/2023,16:00:43,021+761,16:00:43.370
479,225,18/10/2023,16:00:43,021+766,16:00:43.430
480,225,18/10/2023,16:00:43,021+771,16:00:43.490
