Frame,Speed,Date,Time,Km marker
660,236,18/10/2023,16:00:53,022+441
661,236,18/10/2023,16:00:53,022+441
662,236,18/10/2023,16:00:54,022+446
663,236,18/10/2023,16:00:54,022+451
664,236,18/10/2023,16:00:54,022+456
665,236,18/10/2023,16:00:54,022+456
666,236,18/10/2023,16:00:54,022+461
667,236,18/10/2023,16:00:54,022+466
668,236,18/10/2023,16:00:54,022+471
669,236,18/10/2023,16:00:54,022+471
670,236,18/10/2023,16:00:54,022+476
671,236,18/10/2023,16:00:54,022+481
672,236,18/10/2023,16:00:54,022+486
673,236,18/10/2023,16:00:54,022+486
674,236,18/10/2023,16:00:54,022+491
675,236,18/10/2023,16:00:54,022+496
676,236,18/10/2023,16:00:54,022+501
677,236,18/10/2023,16:00:54,022+506
678,236,18/10/2023,16:00:54,022+506
679,236,18/10/2023,16:00:55,022+511
680,236,18/10/2023,16:00:55,022+516
681,236,18/10/2023,16:00:55,022+521
682,236,18/10/2023,16:00:55,022+521
683,236,18/10/2023,16:00:55,022+526
684,237,18/10/2023,16:00:55,022+531
685,237,18/10/2023,16:00:55,022+536
686,237,18/10/2023,16:00:55,022+536
687,237,18/10/2023,16:00:55,022+541
688,237,18/10/2023,16:00:55,022+546
689,237,18/10/2023,16:00:55,022+551
690,237,18/10/2023,16:00:55,022+556
691,237,18/10/2023,16:00:55,022+561
692,237,18/10/2023,16:00:55,022+566
693,237,18/10/2023,16:00:55,022+566
694,237,18/10/2023,16:00:55,022+571
695,237,18/10/2023,16:00:56,022+576
696,237,18/10/2023,16:00:56,022+581
697,237,18/10/2023,16:00:56,022+586
698,237,18/10/2023,16:00:56,022+586
699,237,18/10/2023,16:00:56,022+591
700,237,18/10/2023,16:00:56,022+596
701,237,18/10/2023,16:00:56,022+601
702,237,18/10/2023,16:00:56,022+601
703,237,18/10/2023,16:00:56,022+606
704,237,18/10/2023,16:00:56,022+611
705,237,18/10/2023,16:00:56,022+616
706,237,18/10/2023,16:00:56,022+616
707,237,18/10/2023,16:00:56,022+621
708,238,18/10/2023,16:00:56,022+626
709,238,18/10/2023,16:00:56,022+631
710,238,18/10/2023,16:00:56,022+636
711,238,18/10/2023,16:00:56,022+636
712,238,18/10/2023,16:00:56,022+641
713,238,18/10/2023,16:00:57,022+646
714,238,18/10/2023,16:00:57,022+651
715,238,18/10/2023,16:00:57,022+651
716,238,18/10/2023,16:00:57,022+656
717,238,18/10/2023,16:00:57,022+661
718,238,18/10/2023,16:00:57,022+666
719,238,18/10/2023,16:00:57,022+671
720,238,18/10/2023,16:00:57,022+676
721,238,18/10/2023,16:00:57,022+681
722,238,18/10/2023,16:00:57,022+681
723,238,18/10/2023,16:00:57,022+686
724,238,18/10/2023,16:00:57,022+691
725,238,18/10/2023,16:00:57,022+696
726,238,18/10/2023,16:00:57,022+701
727,238,18/10/2023,16:00:57,022+701
728,238,18/10/2023,16:00:57,022+706
729,238,18/10/2023,16:00:58,022+711
730,239,18/10/2023,16:00:58,022+716
731,239,18/10/2023,16:00:58,022+716
732,239,18/10/2023,16:00:58,022+721
733,239,18/10/2023,16:00:58,022+726
734,239,18/10/2023,16:00:58,022+731
735,239,18/10/2023,16:00:58,022+731
736,239,18/10/2023,16:00:58,022+736
737,239,18/10/2023,16:00:58,022+741
738,239,18/10/2023,16:00:58,022+746
739,239,18/10/2023,16:00:58,022+751
740,239,18/10/2023,16:00:58,022+751
741,239,18/10/2023,16:00:58,022+756
742,239,18/10/2023,16:00:58,022+761
743,239,18/10/2023,16:00:58,022+766
744,239,18/10/2023,16:00:58,022+766
745,239,18/10/2023,16:00:58,022+771
746,239,18/10/2023,16:00:59,022+776
747,239,18/10/2023,16:00:59,022+781
748,239,18/10/2023,16:00:59,022+781
749,239,18/10/2023,16:00:59,022+786
750,239,18/10/2023,16:00:59,022+791
751,240,18/10/2023,16:00:59,022+796
752,240,18/10/2023,16:00:59,022+801
753,240,18/10/2023,16:00:59,022+801
754,240,18/10/2023,16:00:59,022+806
755,,18/10/2023,16:00:59,022+816
756,240,18/10/2023,16:00:59,022+816
757,240,18/10/2023,16:00:59,022+821
758,240,18/10/2023,16:00:59,022+826
759,240,18/10/2023,16:00:59,022+831
760,240,18/10/2023,16:00:59,022+836
761,240,18/10/2023,16:00:59,022+836
762,240,18/10/2023,16:01:00,022+841
763,240,18/10/2023,16:01:00,022+846
764,240,18/10/2023,16:01:00,022+851
765,240,18/10/2023,16:01:00,022+851
766,240,18/10/2023,16:01:00,022+856
767,240,18/10/2023,16:01:00,022+861
768,240,18/10/2023,16:01:00,022+866
769,240,18/10/2023,16:01:00,022+866
770,240,18/10/2023,16:01:00,022+871
771,241,18/10/2023,16:01:00,022+876
772,241,18/10/2023,16:01:00,022+881
773,241,18/10/2023,16:01:00,022+886
774,241,18/10/2023,16:01:00,022+886
775,241,18/10/2023,16:01:00,022+891
776,241,18/10/2023,16:01:00,022+896
777,241,18/10/2023,16:01:00,022+901
778,241,18/10/2023,16:01:00,022+906
779,241,18/10/2023,16:01:01,022+911
780,241,18/10/2023,16:01:01,022+916
781,241,18/10/2023,16:01:01,022+921
782,241,18/10/2023,16:01:01,022+921
783,241,18/10/2023,16:01:01,022+926
784,241,18/10/2023,16:01:01,022+931
785,241,18/10/2023,16:01:01,022+936
786,241,18/10/2023,16:01:01,022+936
787,241,18/10/2023,16:01:01,022+941
788,241,18/10/2023,16:01:01,022+946
789,242,18/10/2023,16:01:01,022+951
790,242,18/10/2023,16:01:01,022+956
791,242,18/10/2023,16:01:01,022+956
792,242,18/10/2023,16:01:01,022+961
793,242,18/10/2023,16:01:01,022+966
794,242,18/10/2023,16:01:01,022+971
795,242,18/10/2023,16:01:01,022+971
796,242,18/10/2023,16:01:02,022+976
797,242,18/10/2023,16:01:02,022+981
798,242,18/10/2023,16:01:02,022+986
799,242,18/10/2023,16:01:02,022+991
800,242,18/10/2023,16:01:02,022+991
801,242,18/10/2023,16:01:02,022+996
802,242,18/10/2023,16:01:02,023+001
803,242,18/10/2023,16:01:02,023+006
804,242,18/10/2023,16:01:02,023+006
805,242,18/10/2023,16:01:02,023+011
806,243,18/10/2023,16:01:02,023+016
807,243,18/10/2023,16:01:02,023+021
808,243,18/10/2023,16:01:02,023+026
809,243,18/10/2023,16:01:02,023+026
810,243,18/10/2023,16:01:02,023+031
811,243,18/10/2023,16:01:02,023+036
812,243,18/10/2023,16:01:02,023+041
813,243,18/10/2023,16:01:03,023+046
814,243,18/10/2023,16:01:03,023+046
815,243,18/10/2023,16:01:03,023+051
816,243,18/10/2023,16:01:03,023+056
817,243,18/10/2023,16:01:03,023+061
818,243,18/10/2023,16:01:03,023+061
819,243,18/10/2023,16:01:03,023+066
820,243,18/10/2023,16:01:03,023+071
821,243,18/10/2023,16:01:03,023+076
822,243,18/10/2023,16:01:03,023+081
823,243,18/10/2023,16:01:03,023+081
824,243,18/10/2023,16:01:03,023+086
825,243,18/10/2023,16:01:03,023+091
826,243,18/10/2023,16:01:03,023+096
827,244,18/10/2023,16:01:03,023+101
828,244,18/10/2023,16:01:03,023+101
829,244,18/10/2023,16:01:03,023+106
830,244,18/10/2023,16:01:04,023+111
831,244,18/10/2023,16:01:04,023+116
832,244,18/10/2023,16:01:04,023+121
833,244,18/10/2023,16:01:04,023+121
834,244,18/10/2023,16:01:04,023+126
835,244,18/10/2023,16:01:04,023+131
836,244,18/10/2023,16:01:04,023+136
837,244,18/10/2023,16:01:04,023+136
838,244,18/10/2023,16:01:04,023+141
839,244,18/10/2023,16:01:04,023+146
840,244,18/10/2023,16:01:04,023+151
841,244,18/10/2023,16:01:04,023+151
842,244,18/10/2023,16:01:04,023+156
843,244,18/10/2023,16:01:04,023+161
844,244,18/10/2023,16:01:04,023+166
845,244,18/10/2023,16:01:04,023+171
846,244,18/10/2023,16:01:04,023+176
847,244,18/10/2023,16:01:04,023+176
848,244,18/10/2023,16:01:05,023+181
849,244,18/10/2023,16:01:05,023+186
850,244,18/10/2023,16:01:05,023+191
851,244,18/10/2023,16:01:05,023+191
852,244,18/10/2023,16:01:05,023+196
853,245,18/10/2023,16:01:05,023+201
854,245,18/10/2023,16:01:05,023+206
855,245,18/10/2023,16:01:05,023+211
856,245,18/10/2023,16:01:05,023+211
857,245,18/10/2023,16:01:05,023+216
858,245,18/10/2023,16:01:05,023+221
859,245,18/10/2023,16:01:05,023+226
860,245,18/10/2023,16:01:05,023+226
861,245,18/10/2023,16:01:05,023+231
862,245,18/10/2023,16:01:05,023+236
863,245,18/10/2023,16:01:05,023+241
864,245,18/10/2023,16:01:05,023+246
865,245,18/10/2023,16:01:05,023+246
866,245,18/10/2023,16:01:06,023+251
867,245,18/10/2023,16:01:06,023+256
868,245,18/10/2023,16:01:06,023+261
869,245,18/10/2023,16:01:06,023+261
