frame,speed,date,time,marker
663,236,18/10/2023,16:00:54,022+246
664,236,18/10/2023,16:00:54,022+251
665,236,18/10/2023,16:00:54,022+256
666,236,18/10/2023,16:00:54,022+261
667,236,18/10/2023,16:00:54,022+261
668,236,18/10/2023,16:00:54,022+266
669,236,18/10/2023,16:00:54,022+271
670,236,18/10/2023,16:00:54,022+276
671,236,18/10/2023,16:00:54,022+276
672,236,18/10/2023,16:00:54,022+281
673,236,18/10/2023,16:00:54,022+286
674,236,18/10/2023,16:00:54,022+291
675,236,18/10/2023,16:00:54,022+296
676,236,18/10/2023,16:00:54,022+296
677,236,18/10/2023,16:00:54,022+301
678,236,18/10/2023,16:00:54,022+306
679,236,18/10/2023,16:00:55,022+311
680,236,18/10/2023,16:00:55,022+311
681,236,18/10/2023,16:00:55,022+316
682,236,18/10/2023,16:00:55,022+321
683,236,18/10/2023,16:00:55,022+326
684,236,18/10/2023,16:00:55,022+326
685,237,18/10/2023,16:00:55,022+331
686,237,18/10/2023,16:00:55,022+336
687,237,18/10/2023,16:00:55,022+341
688,237,18/10/2023,16:00:55,022+341
689,237,18/10/2023,16:00:55,022+346
690,237,18/10/2023,16:00:55,022+351
691,237,18/10/2023,16:00:55,022+356
692,237,18/10/2023,16:00:55,022+356
693,237,18/10/2023,16:00:55,022+361
694,237,18/10/2023,16:00:55,022+366
695,237,18/10/2023,16:00:55,022+371
696,237,18/10/2023,16:00:56,022+376
697,237,18/10/2023,16:00:56,022+376
698,237,18/10/2023,16:00:56,022+381
699,237,18/10/2023,16:00:56,022+386
700,237,18/10/2023,16:00:56,022+391
701,237,18/10/2023,16:00:56,022+391
702,237,18/10/2023,16:00:56,022+396
703,237,18/10/2023,16:00:56,022+401
704,237,18/10/2023,16:00:56,022+406
705,237,18/10/2023,16:00:56,022+406
706,237,18/10/2023,16:00:56,022+411
707,237,18/10/2023,16:00:56,022+416
708,237,18/10/2023,16:00:56,022+421
709,237,18/10/2023,16:00:56,022+421
710,238,18/10/2023,16:00:56,022+426
711,238,18/10/2023,16:00:56,022+431
712,238,18/10/2023,16:00:56,022+436
713,238,18/10/2023,16:00:56,022+441
714,238,18/10/2023,16:00:56,022+441
715,238,18/10/2023,16:00:57,022+446
716,238,18/10/2023,16:00:57,022+451
717,238,18/10/2023,16:00:57,022+456
718,238,18/10/2023,16:00:57,022+456
719,238,18/10/2023,16:00:57,022+461
720,238,18/10/2023,16:00:57,022+466
721,238,18/10/2023,16:00:57,022+471
722,238,18/10/2023,16:00:57,022+471
723,238,18/10/2023,16:00:57,022+476
724,238,18/10/2023,16:00:57,022+481
725,238,18/10/2023,16:00:57,022+486
726,238,18/10/2023,16:00:57,022+486
727,238,18/10/2023,16:00:57,022+491
728,238,18/10/2023,16:00:57,022+496
729,238,18/10/2023,16:00:57,022+501
730,238,18/10/2023,16:00:57,022+506
731,238,18/10/2023,16:00:57,022+506
732,238,18/10/2023,16:00:58,022+511
733,239,18/10/2023,16:00:58,022+516
734,239,18/10/2023,16:00:58,022+521
735,239,18/10/2023,16:00:58,022+521
736,239,18/10/2023,16:00:58,022+526
737,239,18/10/2023,16:00:58,022+531
738,239,18/10/2023,16:00:58,022+536
739,239,18/10/2023,16:00:58,022+536
740,239,18/10/2023,16:00:58,022+541
741,239,18/10/2023,16:00:58,022+546
742,239,18/10/2023,16:00:58,022+551
743,239,18/10/2023,16:00:58,022+556
744,239,18/10/2023,16:00:58,022+556
745,239,18/10/2023,16:00:58,022+561
746,239,18/10/2023,16:00:58,022+566
747,239,18/10/2023,16:00:58,022+571
748,239,18/10/2023,16:00:58,022+571
749,239,18/10/2023,16:00:59,022+576
750,239,18/10/2023,16:00:59,022+581
751,239,18/10/2023,16:00:59,022+586
752,239,18/10/2023,16:00:59,022+586
753,239,18/10/2023,16:00:59,022+591
754,240,18/10/2023,16:00:59,022+596
755,240,18/10/2023,16:00:59,022+601
756,240,18/10/2023,16:00:59,022+606
757,240,18/10/2023,16:00:59,022+606
758,240,18/10/2023,16:00:59,022+611
759,240,18/10/2023,16:00:59,022+616
760,240,18/10/2023,16:00:59,022+621
761,240,18/10/2023,16:00:59,022+621
762,240,18/10/2023,16:00:59,022+626
763,240,18/10/2023,16:00:59,022+631
764,240,18/10/2023,16:00:59,022+636
765,240,18/10/2023,16:01:00,022+641
766,240,18/10/2023,16:01:00,022+641
767,240,18/10/2023,16:01:00,022+646
768,240,18/10/2023,16:01:00,022+651
769,240,18/10/2023,16:01:00,022+656
770,240,18/10/2023,16:01:00,022+656
771,240,18/10/2023,16:01:00,022+661
772,240,18/10/2023,16:01:00,022+666
773,240,18/10/2023,16:01:00,022+671
774,241,18/10/2023,16:01:00,022+676
775,241,18/10/2023,16:01:00,022+676
776,241,18/10/2023,16:01:00,022+681
777,241,18/10/2023,16:01:00,022+686
778,241,18/10/2023,16:01:00,022+691
779,241,18/10/2023,16:01:00,022+691
780,241,18/10/2023,16:01:00,022+696
781,241,18/10/2023,16:01:00,022+701
782,241,18/10/2023,16:01:00,022+706
783,241,18/10/2023,16:01:00,022+706
784,241,18/10/2023,16:01:01,022+711
785,241,18/10/2023,16:01:01,022+716
786,241,18/10/2023,16:01:01,022+721
787,241,18/10/2023,16:01:01,022+726
788,241,18/10/2023,16:01:01,022+726
789,241,18/10/2023,16:01:01,022+731
790,241,18/10/2023,16:01:01,022+736
791,241,18/10/2023,16:01:01,022+741
792,241,18/10/2023,16:01:01,022+741
793,241,18/10/2023,16:01:01,022+746
794,242,18/10/2023,16:01:01,022+751
795,242,18/10/2023,16:01:01,022+756
796,242,18/10/2023,16:01:01,022+761
797,242,18/10/2023,16:01:01,022+761
798,242,18/10/2023,16:01:01,022+766
799,242,18/10/2023,16:01:01,022+771
800,242,18/10/2023,16:01:02,022+776
801,242,18/10/2023,16:01:02,022+781
802,242,18/10/2023,16:01:02,022+781
803,242,18/10/2023,16:01:02,022+786
804,242,18/10/2023,16:01:02,022+791
805,242,18/10/2023,16:01:02,022+791
806,242,18/10/2023,16:01:02,022+796
807,242,18/10/2023,16:01:02,022+801
808,242,18/10/2023,16:01:02,022+806
809,242,18/10/2023,16:01:02,022+811
810,243,18/10/2023,16:01:02,022+816
811,243,18/10/2023,16:01:02,022+816
812,243,18/10/2023,16:01:02,022+821
813,243,18/10/2023,16:01:02,022+826
814,243,18/10/2023,16:01:02,022+831
815,243,18/10/2023,16:01:02,022+831
816,243,18/10/2023,16:01:02,022+836
817,243,18/10/2023,16:01:02,022+841
818,243,18/10/2023,16:01:03,022+846
819,243,18/10/2023,16:01:03,022+851
820,243,18/10/2023,16:01:03,022+851
821,243,18/10/2023,16:01:03,022+856
822,243,18/10/2023,16:01:03,022+861
823,243,18/10/2023,16:01:03,022+866
824,243,18/10/2023,16:01:03,022+866
825,243,18/10/2023,16:01:03,022+871
826,243,18/10/2023,16:01:03,022+876
827,243,18/10/2023,16:01:03,022+881
828,243,18/10/2023,16:01:03,022+886
829,243,18/10/2023,16:01:03,022+886
830,243,18/10/2023,16:01:03,022+891
831,243,18/10/2023,16:01:03,022+896
832,244,18/10/2023,16:01:03,022+901
833,244,18/10/2023,16:01:03,022+906
834,244,18/10/2023,16:01:03,022+906
835,244,18/10/2023,16:01:04,022+911
836,244,18/10/2023,16:01:04,022+916
837,244,18/10/2023,16:01:04,022+921
838,244,18/10/2023,16:01:04,022+926
839,244,18/10/2023,16:01:04,022+926
840,244,18/10/2023,16:01:04,022+931
841,244,18/10/2023,16:01:04,022+936
842,244,18/10/2023,16:01:04,022+941
843,244,18/10/2023,16:01:04,022+941
844,244,18/10/2023,16:01:04,022+946
845,244,18/10/2023,16:01:04,022+951
846,244,18/10/2023,16:01:04,022+956
847,244,18/10/2023,16:01:04,022+961
848,244,18/10/2023,16:01:04,022+961
849,244,18/10/2023,16:01:04,022+966
850,244,18/10/2023,16:01:04,022+971
851,244,18/10/2023,16:01:04,022+976
852,244,18/10/2023,16:01:04,022+976
853,244,18/10/2023,16:01:05,022+981
854,244,18/10/2023,16:01:05,022+986
855,244,18/10/2023,16:01:05,022+991
856,244,18/10/2023,16:01:05,022+996
857,244,18/10/2023,16:01:05,022+996
858,245,18/10/2023,16:01:05,023+001
859,245,18/10/2023,16:01:05,023+006
860,245,18/10/2023,16:01:05,023+011
861,245,18/10/2023,16:01:05,023+016
862,245,18/10/2023,16:01:05,023+016
863,245,18/10/2023,16:01:05,023+021
864,245,18/10/2023,16:01:05,023+026
865,245,18/10/2023,16:01:05,023+031
866,245,18/10/2023,16:01:05,023+031
867,245,18/10/2023,16:01:05,023+036
868,245,18/10/2023,16:01:05,023+041
869,245,18/10/2023,16:01:05,023+046
870,245,18/10/2023,16:01:06,023+051
871,245,18/10/2023,16:01:06,023+051
872,245,18/10/2023,16:01:06,023+056
873,245,18/10/2023,16:01:06,023+061
874,245,18/10/2023,16:01:06,023+066
875,245,18/10/2023,16:01:06,023+071
876,245,18/10/2023,16:01:06,023+071
877,245,18/10/2023,16:01:06,023+076
878,245,18/10/2023,16:01:06,023+081
879,245,18/10/2023,16:01:06,023+086
880,245,18/10/2023,16:01:06,023+086
881,245,18/10/2023,16:01:06,023+091
882,245,18/10/2023,16:01:06,023+096
883,245,18/10/2023,16:01:06,023+101
884,245,18/10/2023,16:01:06,023+106
885,245,18/10/2023,16:01:06,023+106
886,245,18/10/2023,16:01:06,023+111
887,245,18/10/2023,16:01:07,023+116
888,245,18/10/2023,16:01:07,023+121
889,245,18/10/2023,16:01:07,023+126
890,245,18/10/2023,16:01:07,023+126
891,245,18/10/2023,16:01:07,023+131
892,245,18/10/2023,16:01:07,023+136
893,245,18/10/2023,16:01:07,023+141
894,245,18/10/2023,16:01:07,023+146
895,245,18/10/2023,16:01:07,023+146
896,245,18/10/2023,16:01:07,023+151
897,245,18/10/2023,16:01:07,023+156
898,245,18/10/2023,16:01:07,023+161
899,245,18/10/2023,16:01:07,023+161
900,245,18/10/2023,16:01:07,023+166
901,245,18/10/2023,16:01:07,023+171
902,245,18/10/2023,16:01:07,023+176
903,245,18/10/2023,16:01:07,023+181
904,245,18/10/2023,16:01:07,023+181
905,245,18/10/2023,16:01:08,023+186
906,245,18/10/2023,16:01:08,023+191
907,245,18/10/2023,16:01:08,023+196
908,245,18/10/2023,16:01:08,023+201
909,245,18/10/2023,16:01:08,023+201
910,246,18/10/2023,16:01:08,023+206
911,246,18/10/2023,16:01:08,023+211
912,246,18/10/2023,16:01:08,023+216
913,246,18/10/2023,16:01:08,023+221
914,246,18/10/2023,16:01:08,023+221
915,246,18/10/2023,16:01:08,023+226
916,246,18/10/2023,16:01:08,023+231
917,246,18/10/2023,16:01:08,023+236
918,246,18/10/2023,16:01:08,023+236
919,246,18/10/2023,16:01:08,023+241
920,246,18/10/2023,16:01:08,023+246
921,246,18/10/2023,16:01:09,023+251
922,246,18/10/2023,16:01:09,023+256
923,246,18/10/2023,16:01:09,023+256
924,246,18/10/2023,16:01:09,023+261
925,246,18/10/2023,16:01:09,023+266
926,246,18/10/2023,16:01:09,023+271
927,246,18/10/2023,16:01:09,023+276
928,246,18/10/2023,16:01:09,023+276
929,246,18/10/2023,16:01:09,023+281
930,246,18/10/2023,16:01:09,023+286
931,246,18/10/2023,16:01:09,023+291
932,246,18/10/2023,16:01:09,023+296
933,246,18/10/2023,16:01:09,023+296
934,246,18/10/2023,16:01:09,023+301
935,246,18/10/2023,16:01:09,023+306
936,246,18/10/2023,16:01:09,023+311
937,246,18/10/2023,16:01:09,023+316
938,246,18/10/2023,16:01:09,023+316
939,246,18/10/2023,16:01:10,023+321
940,246,18/10/2023,16:01:10,023+326
941,246,18/10/2023,16:01:10,023+331
942,246,18/10/2023,16:01:10,023+331
943,246,18/10/2023,16:01:10,023+336
944,246,18/10/2023,16:01:10,023+341
945,246,18/10/2023,16:01:10,023+346
946,246,18/10/2023,16:01:10,023+351
947,246,18/10/2023,16:01:10,023+351
948,246,18/10/2023,16:01:10,023+356
949,246,18/10/2023,16:01:10,023+361
950,246,18/10/2023,16:01:10,023+366
951,246,18/10/2023,16:01:10,023+371
952,246,18/10/2023,16:01:10,023+371
953,247,18/10/2023,16:01:10,023+376
954,247,18/10/2023,16:01:10,023+381
955,247,18/10/2023,16:01:10,023+386
956,247,18/10/2023,16:01:11,023+391
957,247,18/10/2023,16:01:11,023+391
958,247,18/10/2023,16:01:11,023+396
959,247,18/10/2023,16:01:11,023+401
960,247,18/10/2023,16:01:11,023+406
961,247,18/10/2023,16:01:11,023+411
962,247,18/10/2023,16:01:11,023+411
963,247,18/10/2023,16:01:11,023+416
964,247,18/10/2023,16:01:11,023+421
965,247,18/10/2023,16:01:11,023+426
966,247,18/10/2023,16:01:11,023+426
967,247,18/10/2023,16:01:11,023+431
968,247,18/10/2023,16:01:11,023+436
969,247,18/10/2023,16:01:11,023+441
970,247,18/10/2023,16:01:11,023+446
971,247,18/10/2023,16:01:11,023+446
972,247,18/10/2023,16:01:11,023+451
973,247,18/10/2023,16:01:11,023+456
974,247,18/10/2023,16:01:12,023+461
975,247,18/10/2023,16:01:12,023+466
976,247,18/10/2023,16:01:12,023+466
977,247,18/10/2023,16:01:12,023+471
978,247,18/10/2023,16:01:12,023+476
979,248,18/10/2023,16:01:12,023+481
980,248,18/10/2023,16:01:12,023+486
981,248,18/10/2023,16:01:12,023+486
982,248,18/10/2023,16:01:12,023+491
983,248,18/10/2023,16:01:12,023+496
984,248,18/10/2023,16:01:12,023+501
985,248,18/10/2023,16:01:12,023+506
986,248,18/10/2023,16:01:12,023+506
987,248,18/10/2023,16:01:12,023+511
988,248,18/10/2023,16:01:12,023+516
989,248,18/10/2023,16:01:12,023+521
990,248,18/10/2023,16:01:13,023+526
991,248,18/10/2023,16:01:13,023+526
992,248,18/10/2023,16:01:13,023+531
993,248,18/10/2023,16:01:13,023+536
994,248,18/10/2023,16:01:13,023+541
995,248,18/10/2023,16:01:13,023+546
996,248,18/10/2023,16:01:13,023+546
997,248,18/10/2023,16:01:13,023+551
998,249,18/10/2023,16:01:13,023+556
999,249,18/10/2023,16:01:13,023+561
1000,249,18/10/2023,16:01:13,023+566
1001,249,18/10/2023,16:01:13,023+566
1002,249,18/10/2023,16:01:13,023+571
1003,249,18/10/2023,16:01:13,023+576
1004,249,18/10/2023,16:01:13,023+581
1005,249,18/10/2023,16:01:13,023+586
1006,249,18/10/2023,16:01:13,023+586
1007,249,18/10/2023,16:01:13,023+591
1008,249,18/10/2023,16:01:14,023+596
1009,249,18/10/2023,16:01:14,023+601
1010,249,18/10/2023,16:01:14,023+606
1011,249,18/10/2023,16:01:14,023+606
1012,249,18/10/2023,16:01:14,023+611
1013,249,18/10/2023,16:01:14,023+616
1014,249,18/10/2023,16:01:14,023+621
1015,249,18/10/2023,16:01:14,023+626
1016,249,18/10/2023,16:01:14,023+626
1017,250,18/10/2023,16:01:14,023+631
1018,250,18/10/2023,16:01:14,023+636
1019,250,18/10/2023,16:01:14,023+641
1020,250,18/10/2023,16:01:14,023+646
1021,250,18/10/2023,16:01:14,023+651
1022,250,18/10/2023,16:01:14,023+651
1023,250,18/10/2023,16:01:14,023+656
1024,250,18/10/2023,16:01:14,023+661
1025,250,18/10/2023,16:01:15,023+666
1026,250,18/10/2023,16:01:15,023+671
1027,250,18/10/2023,16:01:15,023+671
1028,250,18/10/2023,16:01:15,023+676
1029,250,18/10/2023,16:01:15,023+681
1030,250,18/10/2023,16:01:15,023+686
1031,250,18/10/2023,16:01:15,023+691
1032,250,18/10/2023,16:01:15,023+691
1033,250,18/10/2023,16:01:15,023+696
1034,250,18/10/2023,16:01:15,023+701
1035,250,18/10/2023,16:01:15,023+706
1036,251,18/10/2023,16:01:15,023+711
1037,251,18/10/2023,16:01:15,023+711
1038,251,18/10/2023,16:01:15,023+716
1039,251,18/10/2023,16:01:15,023+721
1040,251,18/10/2023,16:01:15,023+726
1041,251,18/10/2023,16:01:15,023+731
1042,251,18/10/2023,16:01:15,023+731
1043,251,18/10/2023,16:01:16,023+736
1044,251,18/10/2023,16:01:16,023+741
1045,251,18/10/2023,16:01:16,023+746
1046,251,18/10/2023,16:01:16,023+751
1047,251,18/10/2023,16:01:16,023+751
1048,251,18/10/2023,16:01:16,023+756
1049,251,18/10/2023,16:01:16,023+761
1050,251,18/10/2023,16:01:16,023+766
1051,251,18/10/2023,16:01:16,023+771
1052,251,18/10/2023,16:01:16,023+776
1053,251,18/10/2023,16:01:16,023+776
1054,252,18/10/2023,16:01:16,023+781
1055,252,18/10/2023,16:01:16,023+786
1056,252,18/10/2023,16:01:16,023+791
1057,252,18/10/2023,16:01:16,023+796
1058,252,18/10/2023,16:01:16,023+796
1059,252,18/10/2023,16:01:16,023+801
1060,252,18/10/2023,16:01:17,023+806
1061,252,18/10/2023,16:01:17,023+811
1062,252,18/10/2023,16:01:17,023+816
1063,252,18/10/2023,16:01:17,023+816
1064,252,18/10/2023,16:01:17,023+821
1065,252,18/10/2023,16:01:17,023+826
1066,252,18/10/2023,16:01:17,023+831
1067,252,18/10/2023,16:01:17,023+836
1068,252,18/10/2023,16:01:17,023+841
1069,252,18/10/2023,16:01:17,023+841
1070,252,18/10/2023,16:01:17,023+846
1071,252,18/10/2023,16:01:17,023+851
1072,253,18/10/2023,16:01:17,023+856
1073,253,18/10/2023,16:01:17,023+861
1074,253,18/10/2023,16:01:17,023+861
1075,253,18/10/2023,16:01:17,023+866
1076,253,18/10/2023,16:01:17,023+871
1077,253,18/10/2023,16:01:18,023+876
1078,253,18/10/2023,16:01:18,023+881
1079,253,18/10/2023,16:01:18,023+886
1080,253,18/10/2023,16:01:18,023+886
1081,253,18/10/2023,16:01:18,023+891
1082,253,18/10/2023,16:01:18,023+896
1083,253,18/10/2023,16:01:18,023+901
1084,253,18/10/2023,16:01:18,023+906
1085,253,18/10/2023,16:01:18,023+906
1086,253,18/10/2023,16:01:18,023+911
1087,253,18/10/2023,16:01:18,023+916
1088,253,18/10/2023,16:01:18,023+921
1089,253,18/10/2023,16:01:18,023+926
1090,253,18/10/2023,16:01:18,023+926
1091,253,18/10/2023,16:01:18,023+931
1092,253,18/10/2023,16:01:18,023+936
1093,254,18/10/2023,16:01:18,023+941
1094,254,18/10/2023,16:01:19,023+946
1095,254,18/10/2023,16:01:19,023+951
1096,254,18/10/2023,16:01:19,023+951
1097,254,18/10/2023,16:01:19,023+956
1098,254,18/10/2023,16:01:19,023+961
1099,254,18/10/2023,16:01:19,023+966
1100,254,18/10/2023,16:01:19,023+971
1101,254,18/10/2023,16:01:19,023+971
1102,254,18/10/2023,16:01:19,023+976
1103,254,18/10/2023,16:01:19,023+981
1104,254,18/10/2023,16:01:19,023+986
1105,254,18/10/2023,16:01:19,023+991
1106,254,18/10/2023,16:01:19,023+996
1107,254,18/10/2023,16:01:19,023+996
1108,254,18/10/2023,16:01:19,024+001
1109,254,18/10/2023,16:01:19,024+006
1110,254,18/10/2023,16:01:19,024+011
1111,254,18/10/2023,16:01:20,024+016
1112,254,18/10/2023,16:01:20,024+016
1113,254,18/10/2023,16:01:20,024+021
1114,254,18/10/2023,16:01:20,024+026
1115,254,18/10/2023,16:01:20,024+031
1116,254,18/10/2023,16:01:20,024+036
1117,255,18/10/2023,16:01:20,024+041
1118,255,18/10/2023,16:01:20,024+041
1119,255,18/10/2023,16:01:20,024+046
1120,255,18/10/2023,16:01:20,024+051
1121,255,18/10/2023,16:01:20,024+056
1122,255,18/10/2023,16:01:20,024+061
1123,255,18/10/2023,16:01:20,024+061
1124,255,18/10/2023,16:01:20,024+066
1125,255,18/10/2023,16:01:20,024+071
1126,255,18/10/2023,16:01:20,024+076
1127,255,18/10/2023,16:01:20,024+081
1128,255,18/10/2023,16:01:20,024+086
1129,255,18/10/2023,16:01:20,024+086
1130,255,18/10/2023,16:01:21,024+091
1131,255,18/10/2023,16:01:21,024+096
1132,255,18/10/2023,16:01:21,024+101
1133,255,18/10/2023,16:01:21,024+106
1134,255,18/10/2023,16:01:21,024+106
1135,255,18/10/2023,16:01:21,024+111
1136,255,18/10/2023,16:01:21,024+116
1137,255,18/10/2023,16:01:21,024+121
1138,255,18/10/2023,16:01:21,024+126
1139,255,18/10/2023,16:01:21,024+131
1140,255,18/10/2023,16:01:21,024+131
1141,255,18/10/2023,16:01:21,024+136
1142,255,18/10/2023,16:01:21,024+141
1143,255,18/10/2023,16:01:21,024+146
1144,255,18/10/2023,16:01:21,024+151
1145,255,18/10/2023,16:01:21,024+156
1146,255,18/10/2023,16:01:21,024+156
1147,255,18/10/2023,16:01:22,024+161
1148,255,18/10/2023,16:01:22,024+166
1149,255,18/10/2023,16:01:22,024+171
1150,255,18/10/2023,16:01:22,024+176
1151,255,18/10/2023,16:01:22,024+176
1152,255,18/10/2023,16:01:22,024+181
1153,255,18/10/2023,16:01:22,024+186
1154,255,18/10/2023,16:01:22,024+191
1155,255,18/10/2023,16:01:22,024+196
1156,255,18/10/2023,16:01:22,024+201
1157,255,18/10/2023,16:01:22,024+201
1158,255,18/10/2023,16:01:22,024+206
1159,255,18/10/2023,16:01:22,024+211
1160,255,18/10/2023,16:01:22,024+216
1161,255,18/10/2023,16:01:22,024+221
1162,255,18/10/2023,16:01:22,024+221
1163,255,18/10/2023,16:01:22,024+226
1164,255,18/10/2023,16:01:23,024+231
1165,255,18/10/2023,16:01:23,024+236
1166,255,18/10/2023,16:01:23,024+241
1167,255,18/10/2023,16:01:23,024+246
1168,255,18/10/2023,16:01:23,024+246
1169,255,18/10/2023,16:01:23,024+251
1170,255,18/10/2023,16:01:23,024+256
1171,255,18/10/2023,16:01:23,024+261
1172,255,18/10/2023,16:01:23,024+266
1173,255,18/10/2023,16:01:23,024+266
1174,255,18/10/2023,16:01:23,024+271
1175,255,18/10/2023,16:01:23,024+276
1176,255,18/10/2023,16:01:23,024+281
1177,255,18/10/2023,16:01:23,024+286
1178,255,18/10/2023,16:01:23,024+291
1179,255,18/10/2023,16:01:23,024+291
1180,255,18/10/2023,16:01:23,024+296
1181,255,18/10/2023,16:01:24,024+301
1182,255,18/10/2023,16:01:24,024+306
1183,255,18/10/2023,16:01:24,024+311
1184,255,18/10/2023,16:01:24,024+311
1185,255,18/10/2023,16:01:24,024+316
1186,255,18/10/2023,16:01:24,024+321
1187,255,18/10/2023,16:01:24,024+326
1188,255,18/10/2023,16:01:24,024+331
1189,255,18/10/2023,16:01:24,024+336
1190,255,18/10/2023,16:01:24,024+336
1191,255,18/10/2023,16:01:24,024+341
1192,255,18/10/2023,16:01:24,024+346
1193,255,18/10/2023,16:01:24,024+351
1194,255,18/10/2023,16:01:24,024+356
1195,255,18/10/2023,16:01:24,024+356
1196,255,18/10/2023,16:01:24,024+361
1197,255,18/10/2023,16:01:24,024+366
1198,255,18/10/2023,16:01:25,024+371
1199,255,18/10/2023,16:01:25,024+376
1200,255,18/10/2023,16:01:25,024+381
1201,255,18/10/2023,16:01:25,024+381
1202,255,18/10/2023,16:01:25,024+386
1203,255,18/10/2023,16:01:25,024+391
1204,255,18/10/2023,16:01:25,024+396
1205,255,18/10/2023,16:01:25,024+401
1206,255,18/10/2023,16:01:25,024+401
1207,255,18/10/2023,16:01:25,024+406
1208,255,18/10/2023,16:01:25,024+411
1209,254,18/10/2023,16:01:25,024+416
1210,254,18/10/2023,16:01:25,024+421
1211,254,18/10/2023,16:01:25,024+421
1212,254,18/10/2023,16:01:25,024+426
1213,254,18/10/2023,16:01:25,024+431
1214,254,18/10/2023,16:01:25,024+436
1215,254,18/10/2023,16:01:26,024+441
1216,254,18/10/2023,16:01:26,024+446
1217,254,18/10/2023,16:01:26,024+446
1218,254,18/10/2023,16:01:26,024+451
1219,254,18/10/2023,16:01:26,024+456
1220,254,18/10/2023,16:01:26,024+461
1221,254,18/10/2023,16:01:26,024+466
1222,254,18/10/2023,16:01:26,024+466
1223,254,18/10/2023,16:01:26,024+471
1224,254,18/10/2023,16:01:26,024+476
1225,254,18/10/2023,16:01:26,024+481
1226,254,18/10/2023,16:01:26,024+486
1227,254,18/10/2023,16:01:26,024+491
1228,254,18/10/2023,16:01:26,024+491
1229,254,18/10/2023,16:01:26,024+496
1230,254,18/10/2023,16:01:26,024+501
1231,254,18/10/2023,16:01:26,024+506
1232,254,18/10/2023,16:01:27,024+511
1233,254,18/10/2023,16:01:27,024+511
1234,254,18/10/2023,16:01:27,024+516
1235,254,18/10/2023,16:01:27,024+521
1236,254,18/10/2023,16:01:27,024+526
1237,254,18/10/2023,16:01:27,024+531
1238,254,18/10/2023,16:01:27,024+531
1239,254,18/10/2023,16:01:27,024+536
1240,254,18/10/2023,16:01:27,024+541
1241,254,18/10/2023,16:01:27,024+546
1242,254,18/10/2023,16:01:27,024+551
1243,254,18/10/2023,16:01:27,024+556
1244,254,18/10/2023,16:01:27,024+556
1245,254,18/10/2023,16:01:27,024+561
1246,254,18/10/2023,16:01:27,024+566
1247,254,18/10/2023,16:01:27,024+571
1248,254,18/10/2023,16:01:27,024+576
1249,254,18/10/2023,16:01:27,024+576
1250,254,18/10/2023,16:01:28,024+581
1251,254,18/10/2023,16:01:28,024+586
1252,254,18/10/2023,16:01:28,024+591
1253,254,18/10/2023,16:01:28,024+596
1254,254,18/10/2023,16:01:28,024+601
1255,254,18/10/2023,16:01:28,024+601
1256,254,18/10/2023,16:01:28,024+606
1257,254,18/10/2023,16:01:28,024+611
1258,254,18/10/2023,16:01:28,024+616
1259,254,18/10/2023,16:01:28,024+621
1260,254,18/10/2023,16:01:28,024+621
1261,254,18/10/2023,16:01:28,024+626
1262,254,18/10/2023,16:01:28,024+631
1263,254,18/10/2023,16:01:28,024+636
1264,253,18/10/2023,16:01:28,024+641
1265,253,18/10/2023,16:01:28,024+646
1266,253,18/10/2023,16:01:28,024+646
1267,253,18/10/2023,16:01:29,024+651
1268,253,18/10/2023,16:01:29,024+656
1269,253,18/10/2023,16:01:29,024+661
1270,253,18/10/2023,16:01:29,024+666
1271,253,18/10/2023,16:01:29,024+666
1272,253,18/10/2023,16:01:29,024+671
1273,253,18/10/2023,16:01:29,024+676
1274,253,18/10/2023,16:01:29,024+681
1275,253,18/10/2023,16:01:29,024+686
1276,253,18/10/2023,16:01:29,024+686
1277,253,18/10/2023,16:01:29,024+691
1278,253,18/10/2023,16:01:29,024+696
1279,253,18/10/2023,16:01:29,024+701
1280,253,18/10/2023,16:01:29,024+706
1281,253,18/10/2023,16:01:29,024+706
1282,253,18/10/2023,16:01:29,024+711
1283,253,18/10/2023,16:01:29,024+716
1284,253,18/10/2023,16:01:29,024+721
1285,253,18/10/2023,16:01:30,024+726
1286,253,18/10/2023,16:01:30,024+731
1287,253,18/10/2023,16:01:30,024+731
1288,253,18/10/2023,16:01:30,024+736
1289,253,18/10/2023,16:01:30,024+741
1290,253,18/10/2023,16:01:30,024+746
1291,253,18/10/2023,16:01:30,024+751
1292,253,18/10/2023,16:01:30,024+751
1293,253,18/10/2023,16:01:30,024+756
1294,253,18/10/2023,16:01:30,024+761
1295,253,18/10/2023,16:01:30,024+766
1296,253,18/10/2023,16:01:30,024+771
1297,253,18/10/2023,16:01:30,024+771
1298,253,18/10/2023,16:01:30,024+776
1299,253,18/10/2023,16:01:30,024+781
1300,253,18/10/2023,16:01:30,024+786
1301,253,18/10/2023,16:01:30,024+791
1302,253,18/10/2023,16:01:31,024+796
1303,253,18/10/2023,16:01:31,024+796
1304,253,18/10/2023,16:01:31,024+801
1305,253,18/10/2023,16:01:31,024+806
1306,253,18/10/2023,16:01:31,024+811
1307,253,18/10/2023,16:01:31,024+816
1308,253,18/10/2023,16:01:31,024+816
1309,253,18/10/2023,16:01:31,024+821
1310,253,18/10/2023,16:01:31,024+826
1311,253,18/10/2023,16:01:31,024+831
1312,253,18/10/2023,16:01:31,024+836
1313,253,18/10/2023,16:01:31,024+841
